,page,country,rev_id,predictions,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
37843,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,Start,,,,,,,left_only
37969,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,,,,,,left_only
37970,John X. Merriman,Cape Colony,801351302,C,,,,,,,left_only
37986,Abdullah Al Saidi,Omani,801364408,Stub,,,,,,,left_only
38004,Head of Government of Tokelau,Tokelauan,801375710,Start,,,,,,,left_only
38059,Walter Antonio Chávez,Hondura,801414837,Stub,,,,,,,left_only
38063,Mpilo Walter Benson Rubusana,Cape Colony,801417570,Start,,,,,,,left_only
38188,Elvia Josefina Amador,Hondura,801499755,Stub,,,,,,,left_only
38279,Dmitry Sanakoyev,South Ossetian,801560549,Start,,,,,,,left_only
38283,Emma Hippolyte,Saint Lucian,801563305,Stub,,,,,,,left_only
38286,Emma Kruse Va'ai,Samoan,801564093,Start,,,,,,,left_only
38290,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,,,,,,left_only
38322,Túpac Amaru,Incan,801587917,C,,,,,,,left_only
38369,Falima Teao,Tokelauan,801630990,Stub,,,,,,,left_only
38386,Kristina Háfoss,Faroese,801638146,Start,,,,,,,left_only
38451,Sam Levy,Rhodesian,801716406,Start,,,,,,,left_only
38453,Humphrey Gibbs,Rhodesian,801718040,C,,,,,,,left_only
38493,Tupua Tamasese,Samoan,801746626,Stub,,,,,,,left_only
38504,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,,,,,,left_only
38515,P. K. van der Byl,Rhodesian,801795215,FA,,,,,,,left_only
38570,Savo Klimovski,Macedonia,801846630,Stub,,,,,,,left_only
38580,Henry Hugh Clifford,Cape Colony,801856640,C,,,,,,,left_only
38602,Clifford Dupont,Rhodesian,801876681,C,,,,,,,left_only
38603,Krugersdorp,South African Republic,801877418,C,,,,,,,left_only
38671,James Tennant Molteno,Cape Colony,801935094,C,,,,,,,left_only
38676,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,,,,,,left_only
38687,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,,,,,,left_only
38693,Tupua Tamasese Lealofi III,Samoan,801944573,Start,,,,,,,left_only
38708,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,,,,,,left_only
38719,Adriana Krnáčová,Czech Republic,801972898,Start,,,,,,,left_only
38753,Marlon Tábora Muñoz,Hondura,802009929,C,,,,,,,left_only
38755,Olaf Frederick Nelson,Samoan,802011301,Start,,,,,,,left_only
38758,Ondřej Liška,Czech Republic,802013967,Stub,,,,,,,left_only
38772,Zhiuli Shartava,Abkhazia,802029007,Start,,,,,,,left_only
38788,List of heads of government of Ivory Coast,Ivorian,802048749,Start,,,,,,,left_only
38797,Marcel Chládek,Czech Republic,802054500,Stub,,,,,,,left_only
38798,Miroslava Kopicová,Czech Republic,802055280,Stub,,,,,,,left_only
38799,Milan Chovanec,Czech Republic,802060218,Stub,,,,,,,left_only
38800,František Bublan,Czech Republic,802060471,Stub,,,,,,,left_only
38805,Jiří Dienstbier Jr.,Czech Republic,802069244,C,,,,,,,left_only
38812,Estanislau da Silva,East Timorese,802072802,C,,,,,,,left_only
38815,Antonio Saca,Salvadoran,802075785,C,,,,,,,left_only
38887,Labotsibeni Mdluli,Swaziland,802149787,C,,,,,,,left_only
38891,Lance Smith (politician),Rhodesian,802151785,GA,,,,,,,left_only
38893,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,,,,,,left_only
38927,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,,,,,,left_only
38939,Va'aletoa Sualauvi II,Samoan,802218035,Start,,,,,,,left_only
38976,Eustace John,Saint Kitts and Nevis,802273418,Stub,,,,,,,left_only
39023,Said bin Taimur,Omani,802317488,C,,,,,,,left_only
39062,Táňa Fischerová,Czech Republic,802360196,C,,,,,,,left_only
39067,Václav Jehlička,Czech Republic,802365998,Stub,,,,,,,left_only
39074,Michel Amani N'Guessan,Ivorian,802374350,Stub,,,,,,,left_only
39105,Richard Weston (treasurer),Guernsey,802409654,C,,,,,,,left_only
39106,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,,,,,,left_only
39119,Viliam Široký,Czech Republic,802416926,Stub,,,,,,,left_only
39319,Sirið Stenberg,Faroese,802476681,Start,,,,,,,left_only
39347,Eyðgunn Samuelsen,Faroese,802515495,Start,,,,,,,left_only
39371,Miroslav Lidinský,Czech Republic,802531379,Start,,,,,,,left_only
39374,Peter Crill,Jersey,802532217,C,,,,,,,left_only
39521,Akhmad Kadyrov,Chechen,802665757,C,,,,,,,left_only
39615,Kang Kum-sil,South Korean,802728876,Stub,,,,,,,left_only
39661,José Ramos-Horta,East Timorese,802765398,C,,,,,,,left_only
39725,Petr Cibulka,Czech Republic,802834939,Start,,,,,,,left_only
39752,Faumuina Tiatia Liuga,Samoan,802850235,Start,,,,,,,left_only
39790,Anna Šabatová,Czech Republic,802875800,Stub,,,,,,,left_only
39794,Vadim Brovtsev,South Ossetian,802882186,GA,,,,,,,left_only
39802,Jeanne Gervais,Ivorian,802893546,Stub,,,,,,,left_only
39803,Gladys Anoma,Ivorian,802893568,Stub,,,,,,,left_only
39810,"John Carteret, 2nd Earl Granville",Jersey,802912550,C,,,,,,,left_only
39835,Edva Jacobsen,Faroese,802925425,Stub,,,,,,,left_only
39840,Desmond Lardner-Burke,Rhodesian,802930161,B,,,,,,,left_only
39864,Hugo Lindo,Salvadoran,802944082,Start,,,,,,,left_only
39869,Dzhokhar Dudayev,Chechen,802950350,C,,,,,,,left_only
39871,Marco Aurelio Soto,Hondura,802955117,Start,,,,,,,left_only
39875,Park Yong-ok,South Korean,802955917,Stub,,,,,,,left_only
39917,Yuri Voronov,Abkhazia,803018106,Stub,,,,,,,left_only
39943,Fernando de Araújo (East Timorese politician),East Timorese,803043434,C,,,,,,,left_only
40000,Alajdin Demiri,Macedonia,803102189,Stub,,,,,,,left_only
40038,Aksel V. Johannesen,Faroese,803145744,Start,,,,,,,left_only
40070,Ilyas Akhmadov,Chechen,803177211,Start,,,,,,,left_only
40071,Leander Starr Jameson,Cape Colony,803177433,C,,,,,,,left_only
40164,Henry Bartle Frere,Cape Colony,803288472,B,,,,,,,left_only
40180,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,,,,,,left_only
40207,Adolph Aloys von Braun,Czech Republic,803332354,C,,,,,,,left_only
40210,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,,,,,,left_only
40251,Jeon Hye-sook,South Korean,803383030,Stub,,,,,,,left_only
40256,Toke Talagi,Niuean,803392432,C,,,,,,,left_only
40279,Darius J. Pearce,Jersey,803416400,C,,,,,,,left_only
40291,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,,,,,,left_only
40309,Dana Bérová,Czech Republic,803438779,Stub,,,,,,,left_only
40343,Ruslan Gelayev,Chechen,803469952,B,,,,,,,left_only
40458,Pachacuti,Incan,803601556,C,,,,,,,left_only
40465,Head of the Republic of Dagestan,Dagestani,803611453,Start,,,,,,,left_only
40475,Taur Matan Ruak,East Timorese,803615826,C,,,,,,,left_only
40478,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,,,,,,left_only
40481,John Bredenkamp,Rhodesian,803620246,C,,,,,,,left_only
40513,Djóni í Geil,Faroese,803656387,Start,,,,,,,left_only
40516,František Palacký,Czech Republic,803658529,C,,,,,,,left_only
40522,Lúcia Lobato,East Timorese,803664269,Start,,,,,,,left_only
40533,Schafik Handal,Salvadoran,803674894,Start,,,,,,,left_only
40561,Miroslav Kostelka,Czech Republic,803709959,Stub,,,,,,,left_only
40581,John Compton,Saint Lucian,803737879,B,,,,,,,left_only
40671,Martin Barták,Czech Republic,803793256,Stub,,,,,,,left_only
40673,Karolína Peake,Czech Republic,803794383,Start,,,,,,,left_only
40681,Arnoldo José Avilés García,Hondura,803808871,Stub,,,,,,,left_only
40698,Robert Guéï,Ivorian,803820918,Start,,,,,,,left_only
40701,List of heads of state of Ivory Coast,Ivorian,803821448,Start,,,,,,,left_only
40715,Coronado Chávez,Hondura,803835401,Stub,,,,,,,left_only
40717,Florencio Xatruch,Hondura,803835755,Start,,,,,,,left_only
40718,Ramón Villeda Morales,Hondura,803836305,Start,,,,,,,left_only
40719,Roberto Suazo Córdova,Hondura,803836472,Stub,,,,,,,left_only
40720,Rafael Leonardo Callejas Romero,Hondura,803836551,C,,,,,,,left_only
40721,Kim Un-yong,South Korean,803838269,Start,,,,,,,left_only
40791,Francis Dundas,Cape Colony,803908887,Start,,,,,,,left_only
40801,Kenny Anthony,Saint Lucian,803917686,C,,,,,,,left_only
40819,Ana Vilma de Escobar,Salvadoran,803927035,C,,,,,,,left_only
40840,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,Start,,,,,,,left_only
40870,Francis Wodié,Ivorian,803941004,C,,,,,,,left_only
40896,Francisco Xavier do Amaral,East Timorese,803969836,C,,,,,,,left_only
40928,Petr Ježek,Czech Republic,803983301,Start,,,,,,,left_only
40964,Frank Lui,Niuean,804027488,Start,,,,,,,left_only
40975,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,,,,,,left_only
41029,Denzil Douglas,Saint Kitts and Nevis,804081241,Start,,,,,,,left_only
41058,František Udržal,Czech Republic,804093764,Stub,,,,,,,left_only
41066,Ernest Lucas Guest,Rhodesian,804101492,FA,,,,,,,left_only
41078,List of vice-presidents of Ivory Coast,Ivorian,804108433,Stub,,,,,,,left_only
41100,Vicente Mejía Colindres,Hondura,804127803,Stub,,,,,,,left_only
41101,Miguel Paz Barahona,Hondura,804127877,Stub,,,,,,,left_only
41102,Rafael López Gutiérrez,Hondura,804128734,Stub,,,,,,,left_only
41104,Francisco Bertrand,Hondura,804129698,Stub,,,,,,,left_only
41105,Miguel R. Dávila,Hondura,804130200,Stub,,,,,,,left_only
41106,Manuel Bonilla,Hondura,804130440,Stub,,,,,,,left_only
41109,Terencio Sierra,Hondura,804131272,Stub,,,,,,,left_only
41110,Policarpo Bonilla,Hondura,804131604,Start,,,,,,,left_only
41112,Ponciano Leiva,Hondura,804131948,Stub,,,,,,,left_only
41116,José María Medina,Hondura,804133123,Start,,,,,,,left_only
41117,José Santos Guardiola,Hondura,804133555,Start,,,,,,,left_only
41118,Juan Lindo,Salvadoran,804134156,Start,,,,,,,left_only
41121,José Lino Matute,Hondura,804138803,Stub,,,,,,,left_only
41122,José Santiago Bueso,Hondura,804139010,Stub,,,,,,,left_only
41123,Francisco de Aguilar (politician),Hondura,804139208,Stub,,,,,,,left_only
41124,José Francisco Montes,Hondura,804139258,Stub,,,,,,,left_only
41126,Victoriano Castellanos,Hondura,804139730,Start,,,,,,,left_only
41127,Francisco Inestroza,Hondura,804139800,Stub,,,,,,,left_only
41128,Francisco Cruz Castro,Hondura,804139868,Stub,,,,,,,left_only
41129,Marcelino Mejía,Hondura,804140099,Stub,,,,,,,left_only
41130,Crescencio Gómez,Hondura,804140159,Stub,,,,,,,left_only
41131,Miguel Oquelí Bustillo,Hondura,804140314,Stub,,,,,,,left_only
41132,Francisco Bueso,Hondura,804140447,Stub,,,,,,,left_only
41137,Adan Ahmed Elmi,Somaliland,804143605,Stub,,,,,,,left_only
41157,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,C,,,,,,,left_only
41189,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,,,,,,left_only
41257,Ben Viljoen,South African Republic,804250196,C,,,,,,,left_only
41291,President of Ichkeria,Chechen,804275742,Start,,,,,,,left_only
41293,Said-Khasanom Abumuslimov,Chechen,804276832,Stub,,,,,,,left_only
41294,Vakha Arsanov,Chechen,804276940,C,,,,,,,left_only
41295,Lowry Cole,Cape Colony,804277547,Start,,,,,,,left_only
41296,Shamil Basayev,Chechen,804277603,B,,,,,,,left_only
41297,Supyan Abdullayev,Chechen,804277842,Start,,,,,,,left_only
41304,Zelimkhan Yandarbiyev,Chechen,804279009,C,,,,,,,left_only
41305,Aslan Maskhadov,Chechen,804279119,C,,,,,,,left_only
41306,Abdul-Halim Sadulayev,Chechen,804279165,C,,,,,,,left_only
41307,Dokka Umarov,Chechen,804279341,B,,,,,,,left_only
41334,Malietoa Tanumafili II,Samoan,804303257,C,,,,,,,left_only
41404,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,GA,,,,,,,left_only
41411,"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,,,,,,left_only
41420,Alan Simon Crowcroft,Jersey,804372746,Start,,,,,,,left_only
41426,Fuimaono Naoia Tei,Samoan,804379271,Stub,,,,,,,left_only
41427,Fuiono Senio,Samoan,804379277,Stub,,,,,,,left_only
41465,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,,,,,,left_only
41556,James Rose Innes,Cape Colony,804497413,GA,,,,,,,left_only
41599,Túpac Katari,Incan,804527512,C,,,,,,,left_only
41602,Mauricio Funes,Salvadoran,804528819,GA,,,,,,,left_only
41607,Havilland de Sausmarez,Guernsey,804532628,Start,,,,,,,left_only
41619,Vice President of El Salvador,Salvadoran,804538892,Start,,,,,,,left_only
41644,Tapa Tchermoeff,Chechen,804557776,Start,,,,,,,left_only
41655,Václav Havel,Czech Republic,804569724,C,,,,,,,left_only
41671,Pavel Fischer,Czech Republic,804582256,Stub,,,,,,,left_only
41678,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,,,,,,left_only
41679,Gabriela Nuñez,Hondura,804587565,Start,,,,,,,left_only
41686,Eva Tylová,Czech Republic,804591494,Stub,,,,,,,left_only
41699,Francisco Flores Pérez,Salvadoran,804606321,C,,,,,,,left_only
41705,Vyacheslav Bitarov,Ossetian,804609656,Stub,,,,,,,left_only
41706,Tamerlan Aguzarov,Ossetian,804609900,Stub,,,,,,,left_only
41729,President of Macedonia,Macedonia,804647547,C,,,,,,,left_only
41736,Godfrey Chidyausiku,Rhodesian,804650400,Start,,,,,,,left_only
41739,Tsandzile Dlamini,Swaziland,804656330,Start,,,,,,,left_only
41796,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,,,,,,left_only
41798,Krugerrand,South African Republic,804713000,C,,,,,,,left_only
41800,Dana Jurásková,Czech Republic,804715205,Stub,,,,,,,left_only
41801,Svatopluk Němeček,Czech Republic,804715467,Stub,,,,,,,left_only
41835,Richard Hope Hall,Rhodesian,804743937,GA,,,,,,,left_only
41845,Kiro Gligorov,Macedonia,804752356,C,,,,,,,left_only
41891,Crosaire,Rhodesian,804806363,Start,,,,,,,left_only
41898,José Napoleón Duarte,Salvadoran,804809409,C,,,,,,,left_only
41910,Sim Sang-jung,South Korean,804816596,C,,,,,,,left_only
41912,Kim So-yeon (activist),South Korean,804817210,C,,,,,,,left_only
41921,Richard Brabec,Czech Republic,804820949,Stub,,,,,,,left_only
41967,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,Start,,,,,,,left_only
41972,Jan Fischer (politician),Czech Republic,804868436,C,,,,,,,left_only
41974,Martin Pecina,Czech Republic,804869147,Stub,,,,,,,left_only
41980,Vlasta Parkanová,Czech Republic,804871394,Stub,,,,,,,left_only
41988,Gaston Thornicroft,Rhodesian,804877226,Start,,,,,,,left_only
41989,Martin Bursík,Czech Republic,804879673,Start,,,,,,,left_only
42109,Cuthbert Sebastian,Saint Kitts and Nevis,804942241,Start,,,,,,,left_only
42113,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,,,,,,left_only
42175,Yi Yun-yong,South Korean,804962117,Stub,,,,,,,left_only
42176,Byeon Yeong-tae,South Korean,804962160,Stub,,,,,,,left_only
42177,Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,,,,,,left_only
42185,Vicente Guterres,East Timorese,804966906,Start,,,,,,,left_only
42189,Yoo Chang-soon,South Korean,804968129,Stub,,,,,,,left_only
42190,Lee Hyun-jae,South Korean,804968364,Stub,,,,,,,left_only
42191,Hyun Soong-jong,South Korean,804968483,Stub,,,,,,,left_only
42197,Yun Byung-se,South Korean,804971432,Stub,,,,,,,left_only
42198,Kim Sung-hwan (politician),South Korean,804971477,Stub,,,,,,,left_only
42200,Kim Suk-soo,South Korean,804971686,Stub,,,,,,,left_only
42201,Kim Hwang-sik,South Korean,804971888,C,,,,,,,left_only
42203,Chang Sang,South Korean,804972263,Stub,,,,,,,left_only
42244,Armando Calderón Sol,Salvadoran,804991452,Start,,,,,,,left_only
42317,Lubomír Zaorálek,Czech Republic,805037426,Start,,,,,,,left_only
42319,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,,,,,,left_only
42324,Amadou Gon Coulibaly,Ivorian,805044583,Start,,,,,,,left_only
42336,Chang Taek-sang,South Korean,805053478,Start,,,,,,,left_only
42339,Augusto Coello,Hondura,805055004,Stub,,,,,,,left_only
42351,Gennadi Berulava,Abkhazia,805063877,Stub,,,,,,,left_only
42376,Radola Gajda,Czech Republic,805084705,C,,,,,,,left_only
42379,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,C,,,,,,,left_only
42442,William Bailhache,Jersey,805135198,Stub,,,,,,,left_only
42443,Michael Birt (barrister),Jersey,805136001,Start,,,,,,,left_only
42444,Frank Ereaut,Jersey,805136113,Start,,,,,,,left_only
42445,Robert Pipon Marett,Jersey,805136184,Start,,,,,,,left_only
42492,Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,,,,,,left_only
42495,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,,,,,,left_only
42515,Karel Schwarzenberg,Czech Republic,805176779,C,,,,,,,left_only
42519,Vlasta Svobodová,Czech Republic,805179298,Stub,,,,,,,left_only
42527,Rui Maria de Araújo,East Timorese,805183458,Start,,,,,,,left_only
42620,George Romeo Silvestri,Hondura,805248828,Stub,,,,,,,left_only
42665,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,,,,,,left_only
42691,Lim Su-kyung,South Korean,805293256,C,,,,,,,left_only
42762,Ondřej Přikryl,Czech Republic,805352758,Start,,,,,,,left_only
42765,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,,,,,,left_only
42784,Germain Katanga,"Congo, Dem. Rep. of",805368981,GA,,,,,,,left_only
42787,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,,,,,,left_only
42888,Milada Horáková,Czech Republic,805439919,C,,,,,,,left_only
42961,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,,,,,,left_only
42962,Hilaria Supa,Incan,805475200,C,,,,,,,left_only
43002,Freddie Cohen,Jersey,805499715,C,,,,,,,left_only
43049,Daniel Kanza,"Congo, Dem. Rep. of",805523382,Start,,,,,,,left_only
43118,Michael Pilgrim,Saint Lucian,805577053,Stub,,,,,,,left_only
43184,Salvador Nasralla,Hondura,805625721,Start,,,,,,,left_only
43228,Pa Tepaeru Terito Ariki,Cook Island,805657875,C,,,,,,,left_only
43253,"John Charles Molteno, Jr.",Cape Colony,805678535,C,,,,,,,left_only
43355,Edmund Andros,Guernsey,805755298,B,,,,,,,left_only
43382,Guram Gabiskiria,Abkhazia,805775169,Start,,,,,,,left_only
43415,Umar Dzhabrailov,Chechen,805794113,C,,,,,,,left_only
43457,Mayor of the City of Skopje,Macedonia,805813045,C,,,,,,,left_only
43474,Martin Holcát,Czech Republic,805824502,Stub,,,,,,,left_only
43491,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,,,,,,left_only
43494,Muhammad Haji Ibrahim Egal,Somaliland,805840190,C,,,,,,,left_only
43550,Ramzan Kadyrov,Chechen,805869321,FA,,,,,,,left_only
43554,Hediya Yousef,Rojava,805873719,C,,,,,,,left_only
43555,Mansur Selum,Rojava,805873803,Stub,,,,,,,left_only
43556,Gjorge Ivanov,Macedonia,805874186,GA,,,,,,,left_only
43616,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,,,,,,left_only
43631,Kruger National Park,South African Republic,805927999,GA,,,,,,,left_only
43658,Allen Chastanet,Saint Lucian,805945778,Start,,,,,,,left_only
43660,Alena Dernerová,Czech Republic,805946007,Stub,,,,,,,left_only
43669,Ki Dong-min,South Korean,805956890,Start,,,,,,,left_only
43682,Ahrn Palley,Rhodesian,805960143,C,,,,,,,left_only
43688,Baklai Temengil,Palauan,805961817,Start,,,,,,,left_only
43689,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,,,,,,left_only
43696,Nestor Lakoba,Abkhazia,805967589,C,,,,,,,left_only
43715,Edmundo Orellana,Hondura,805984131,Stub,,,,,,,left_only
43724,Shin Sung-mo,South Korean,805991409,Stub,,,,,,,left_only
43749,Irma Dimas,Salvadoran,806010405,Start,,,,,,,left_only
43753,Annita á Fríðriksmørk,Faroese,806011231,Start,,,,,,,left_only
43805,Marian Jurečka,Czech Republic,806049453,Stub,,,,,,,left_only
43812,O le Ao o le Malo,Samoan,806055721,GA,,,,,,,left_only
43815,Manuel José Arce,Salvadoran,806057984,Start,,,,,,,left_only
43836,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,,,,,,left_only
43840,Chun Jung-bae,South Korean,806073279,Start,,,,,,,left_only
43842,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,,,,,,left_only
43854,Pavel Bělobrádek,Czech Republic,806085100,Stub,,,,,,,left_only
43880,President of El Salvador,Salvadoran,806101149,Stub,,,,,,,left_only
43907,Han Duck-soo,South Korean,806124709,Start,,,,,,,left_only
43924,Francisco Guterres,East Timorese,806140876,Start,,,,,,,left_only
43932,Roh Tae-woo,South Korean,806145466,C,,,,,,,left_only
43939,Allan Savory,Rhodesian,806153816,GA,,,,,,,left_only
43943,Josif Mihajlović Jurukovski,Macedonia,806155912,Start,,,,,,,left_only
44000,Rafael Pineda Ponce,Hondura,806178799,C,,,,,,,left_only
44005,Han Myeong-sook,South Korean,806182207,C,,,,,,,left_only
44013,Choo Mi-ae,South Korean,806184478,C,,,,,,,left_only
44020,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,,,,,,left_only
44021,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,C,,,,,,,left_only
44072,Zoran Jolevski,Macedonia,806217021,C,,,,,,,left_only
44075,Alassane Ouattara,Ivorian,806218350,B,,,,,,,left_only
44094,Dan Ťok,Czech Republic,806231200,Stub,,,,,,,left_only
44128,Jonathan Kings,Tokelauan,806257719,Stub,,,,,,,left_only
44130,Administrator of Tokelau,Tokelauan,806258588,Start,,,,,,,left_only
44165,Hortense Aka-Anghui,Ivorian,806287770,Start,,,,,,,left_only
44241,Na Kyung-won,South Korean,806319565,Start,,,,,,,left_only
44286,Gordon Sprigg,Cape Colony,806340214,C,,,,,,,left_only
44345,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,,,,,,left_only
44362,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,,,,,,left_only
44387,Min Byung-doo,South Korean,806399005,Start,,,,,,,left_only
44401,Governor-General of Saint Lucia,Saint Lucian,806408228,C,,,,,,,left_only
44409,Governor of Montserrat,Montserratian,806415676,Start,,,,,,,left_only
44421,Dagobert Banzio,Ivorian,806421729,Start,,,,,,,left_only
44460,Choe Kwang-shik,South Korean,806439224,Stub,,,,,,,left_only
44483,Choi Kyu-hah,South Korean,806462613,C,,,,,,,left_only
44517,Jiří Dienstbier,Czech Republic,806490518,Stub,,,,,,,left_only
44553,Zoran Zaev,Macedonia,806504184,C,,,,,,,left_only
44554,Rudolf Slánský,Czech Republic,806504904,C,,,,,,,left_only
44567,Won Sei-hoon,South Korean,806511942,Stub,,,,,,,left_only
44568,Won Yoo-chul,South Korean,806512047,Stub,,,,,,,left_only
44584,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,,,,,,left_only
44597,Ian Smith,Rhodesian,806532780,FA,,,,,,,left_only
44601,Alexandr Vondra,Czech Republic,806537585,C,,,,,,,left_only
44604,Jaroslav Šedivý,Czech Republic,806538241,Stub,,,,,,,left_only
44605,Cyril Svoboda,Czech Republic,806538320,C,,,,,,,left_only
44608,Jan Kohout,Czech Republic,806539480,Stub,,,,,,,left_only
44619,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,,,,,,left_only
44643,Kim Boo-kyum,South Korean,806555857,Start,,,,,,,left_only
44648,Miloš Vystrčil,Czech Republic,806558617,Stub,,,,,,,left_only
44651,Mimi Karlsen,Greenlandic,806560929,Stub,,,,,,,left_only
44659,Alois Eliáš,Czech Republic,806566913,C,,,,,,,left_only
44666,Jan Skopeček (politician),Czech Republic,806569308,Stub,,,,,,,left_only
44685,Miloslav Ludvík,Czech Republic,806586185,Stub,,,,,,,left_only
44689,Baek Du-jin,South Korean,806590508,Stub,,,,,,,left_only
44746,Martin Kupka,Czech Republic,806636602,Stub,,,,,,,left_only
44791,Cecil Rhodes,Cape Colony,806647373,B,,,,,,,left_only
44798,Matěj Stropnický,Czech Republic,806650264,Stub,,,,,,,left_only
44818,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,Stub,,,,,,,left_only
44824,Joan Viliamu,Niuean,806666816,Stub,,,,,,,left_only
44831,Petr Šimerka,Czech Republic,806669645,Stub,,,,,,,left_only
44832,Jaromír Drábek,Czech Republic,806669709,Stub,,,,,,,left_only
44833,Ludmila Müllerová,Czech Republic,806669752,Stub,,,,,,,left_only
44839,Jan Veleba (politician),Czech Republic,806672899,Stub,,,,,,,left_only
44840,František Ringo Čech,Czech Republic,806673245,Stub,,,,,,,left_only
44843,Michaela Marksová,Czech Republic,806673585,Stub,,,,,,,left_only
44895,Robert Pelikán,Czech Republic,806708361,Stub,,,,,,,left_only
44896,Karla Šlechtová,Czech Republic,806708532,Stub,,,,,,,left_only
44914,Stanislav Gross,Czech Republic,806720477,C,,,,,,,left_only
44928,Martin Stropnický,Czech Republic,806729653,Stub,,,,,,,left_only
44929,Tony Abbott (governor),Montserratian,806730593,Stub,,,,,,,left_only
44930,José Matías Delgado,Salvadoran,806731535,C,,,,,,,left_only
44940,Tom Marsters,Cook Island,806739780,Start,,,,,,,left_only
44958,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,,,,,,left_only
44973,Leoš Heger,Czech Republic,806751902,Stub,,,,,,,left_only
44997,Túpac Amaru II,Incan,806761543,C,,,,,,,left_only
45061,Selvin Laínez,Hondura,806796619,Stub,,,,,,,left_only
45062,Park Chung-hee,South Korean,806801805,C,,,,,,,left_only
45135,Anatoly Bibilov,Ossetian,806832826,Start,,,,,,,left_only
45142,Teuta Arifi,Macedonia,806835501,Start,,,,,,,left_only
45161,Chun Doo-hwan,South Korean,806846283,C,,,,,,,left_only
45175,Bohuslav Svoboda,Czech Republic,806850638,Stub,,,,,,,left_only
45182,Roh Moo-hyun,South Korean,806852494,B,,,,,,,left_only
45225,Ana Julia García,Hondura,806875293,Stub,,,,,,,left_only
45229,Miroslava Němcová,Czech Republic,806876791,Stub,,,,,,,left_only
45266,Zbyněk Stanjura,Czech Republic,806900987,Stub,,,,,,,left_only
45272,Qaboos bin Said al Said,Omani,806904421,C,,,,,,,left_only
45279,Katrin Kallsberg,Faroese,806909915,Start,,,,,,,left_only
45325,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,,,,,,left_only
45326,Francisco Ferrera,Hondura,806948506,Stub,,,,,,,left_only
45340,Vanda Pignato,Salvadoran,806958982,B,,,,,,,left_only
45350,Guillaume Soro,Ivorian,806973935,C,,,,,,,left_only
45370,Drahomíra Miklošová,Czech Republic,806988445,Stub,,,,,,,left_only
